symbol,code,year,quarter,as_of_date,name,revenue,gross_profit,operating_income,pretax_income,tax_expense,net_income_parent,eps,source_endpoint,current_assets,current_liabilities,assets,liabilities,equity,book_value_per_share,source_endpoint_balance,tax_rate,nopat,invested_capital_proxy,roic_proxy,roe,roa,debt_to_equity,gross_margin,operating_margin,net_margin,revenue_growth,pe,pb,eva_like_score
1213.TW,1213,115.0,1.0,2026-06-04,大飲,77083.0,-1543.0,-12546.0,-20325.0,781.0,-21106.0,-0.37,t187ap06_L_ci,237574.0,72994.0,757966.0,126314.0,631652.0,11.16,t187ap07_L_ci,0.0,-12546.0,684972.0,-0.018316077153518684,-0.033413968450982504,-0.02784557618679466,0.19997403633646374,-0.020017383858957228,-0.16275962274431457,-0.27380875160541235,,,,16.666666666666664
1215.TW,1215,115.0,1.0,2026-06-04,卜蜂,7176319.0,1273463.0,573563.0,510743.0,137571.0,372755.0,1.26,t187ap06_L_ci,9174700.0,11730317.0,32536484.0,21500209.0,11036275.0,35.93,t187ap07_L_ci,0.2693546460744445,419071.1411336034,20806167.0,0.020141679201825278,0.03377543600535507,0.0114565236981353,1.9481400200701777,0.17745351063685993,0.07992440135395319,0.05194236766788098,,,,37.52343182100273
1216.TW,1216,115.0,1.0,2026-06-04,統一,175017371.0,59125238.0,10253052.0,13286190.0,3522350.0,6544541.0,1.15,t187ap06_L_ci,241807588.0,273723981.0,749062049.0,525351793.0,223710256.0,25.47,t187ap07_L_ci,0.26511362550136647,7534828.211825964,475338068.0,0.01585151436224957,0.02925454164247168,0.008736981146938336,2.348358105673975,0.33782496938546747,0.05858305345016296,0.03739366534079637,,,,36.473356561845264
1217.TW,1217,115.0,1.0,2026-06-04,愛之味,1166163.0,307298.0,21356.0,-57188.0,6806.0,-62857.0,-0.13,t187ap06_L_ci,2601435.0,2999272.0,15268066.0,7073706.0,8194360.0,15.0,t187ap07_L_ci,0.0,21356.0,12268794.0,0.0017406763859593697,-0.00767076379363367,-0.00411689339042679,0.8632408144138163,0.26351204762970526,0.018313048861951547,-0.05390069827288295,,,,21.701441325814088
1218.TW,1218,115.0,1.0,2026-06-04,泰山,2653792.0,454924.0,167473.0,192487.0,34861.0,157466.0,0.32,t187ap06_L_ci,4963967.0,1833233.0,14696721.0,2207587.0,12489134.0,25.66,t187ap07_L_ci,0.18110833458882938,137142.24388140498,12863488.0,0.010661357470182658,0.012608240090946257,0.01071436274798984,0.17676061446694383,0.17142413572729137,0.0631070558657197,0.059336225295727775,,,,37.08058276239441
1219.TW,1219,115.0,1.0,2026-06-04,福壽,3634112.0,282828.0,2863.0,9442.0,13217.0,36939.0,0.11,t187ap06_L_ci,4766011.0,3014417.0,9546348.0,4948982.0,4597366.0,13.57,t187ap07_L_ci,0.4,1717.8,6531931.0,0.0002629850192844964,0.008034818198072549,0.00386943782061999,1.0764820551594108,0.07782588979095856,0.0007878128136942395,0.010164518870084356,,,,15.806752788166914
1220.TW,1220,115.0,1.0,2026-06-04,台榮,695415.0,54164.0,-26741.0,-30899.0,-6012.0,-29267.0,-0.17,t187ap06_L_ci,2122787.0,742589.0,3455006.0,918180.0,2536826.0,13.09,t187ap07_L_ci,0.19456940354056765,-21538.01957992168,2712417.0,-0.007940526688898381,-0.011536857474655337,-0.00847089701146684,0.3619404720702169,0.07788730470294716,-0.038453297671174766,-0.042085661080074485,,,,16.284318073640634
1225.TW,1225,115.0,1.0,2026-06-04,福懋油,3261472.0,303334.0,145105.0,154732.0,28117.0,107080.0,0.44,t187ap06_L_ci,4500051.0,2593871.0,8059256.0,3500005.0,4559251.0,16.59,t187ap07_L_ci,0.18171418969573197,118737.36250420082,5465385.0,0.02172534277168046,0.023486313870414242,0.013286586255604737,0.7676710494772058,0.09300524425780751,0.04449064716790455,0.03283180110085262,,,,37.37410587197963
1227.TW,1227,115.0,1.0,2026-06-04,佳格,7770446.0,1821298.0,534137.0,622219.0,141852.0,476916.0,0.52,t187ap06_L_ci,16438192.0,7319301.0,27104794.0,7697855.0,19406939.0,21.03,t187ap07_L_ci,0.22797760916976179,412365.7237708909,19785493.0,0.02084182202439388,0.024574509148506108,0.017595263775109303,0.3966547738414595,0.23438783307933675,0.06873955497535147,0.061375627602328106,,,,50.561303097870734
1229.TW,1229,115.0,1.0,2026-06-04,聯華,2523137.0,588325.0,243555.0,1115194.0,64821.0,980784.0,0.55,t187ap06_L_ci,15607224.0,15478027.0,99442067.0,20384323.0,79057744.0,31.09,t187ap07_L_ci,0.05812531272585757,229398.28945905378,83964040.0,0.0027321016170619443,0.012405919399875615,0.0098628681964143,0.2578409396554498,0.23317203940967138,0.09652864668069946,0.3887161101438408,,,,39.29649159225669
1231.TW,1231,115.0,1.0,2026-06-04,聯華食,3348538.0,725357.0,318581.0,354651.0,57607.0,297767.0,1.0,t187ap06_L_ci,6292926.0,4427766.0,15442895.0,7870046.0,7572849.0,25.31,t187ap07_L_ci,0.16243292701839274,266832.95567755343,11015129.0,0.02422422430799979,0.03932034033690623,0.01928181212136714,1.0392450714387675,0.21661901402940625,0.09514032691281986,0.08892447987748683,,,,53.61143175480419
1232.TW,1232,115.0,1.0,2026-06-04,大統益,5894059.0,806895.0,480031.0,487266.0,97456.0,372297.0,2.33,t187ap06_L_ci,7651568.0,2814803.0,10506118.0,3994796.0,6511322.0,39.23,t187ap07_L_ci,0.20000574634799062,384022.0415748277,7691315.0,0.04992930878202592,0.05717686823044537,0.03543620964470416,0.6135153506461515,0.13689971545924465,0.08144319559746517,0.0631647901726128,,,,67.42288169087541
1233.TW,1233,115.0,1.0,2026-06-04,天仁,568211.0,347046.0,36343.0,38337.0,7932.0,30405.0,0.34,t187ap06_L_ci,681747.0,542926.0,2187347.0,788420.0,1398927.0,15.41,t187ap07_L_ci,0.20690194850927301,28823.56248532749,1644421.0,0.017528091945631617,0.021734515096213027,0.013900400805176317,0.5635890936410549,0.6107695908738128,0.0639603949941131,0.05351005172374347,,,,55.330487620764416
1234.TW,1234,115.0,1.0,2026-06-04,黑松,2328332.0,557527.0,46713.0,161229.0,45434.0,115795.0,0.29,t187ap06_L_ci,9159072.0,3415273.0,24080659.0,5772622.0,18308037.0,45.56,t187ap07_L_ci,0.281797939576627,33549.372848557025,20665386.0,0.0016234573527229071,0.006324817892819422,0.004808630860143819,0.3153053492299584,0.23945339410359004,0.02006286045117277,0.049733027764081755,,,,27.884219975827218
1235.TW,1235,115.0,1.0,2026-06-04,興泰,58970.0,16835.0,4050.0,-121854.0,4040.0,-59140.0,-0.54,t187ap06_L_ci,945470.0,2176614.0,5279563.0,2231482.0,3048081.0,63.07,t187ap07_L_ci,0.0,4050.0,3102949.0,0.0013052099792810001,-0.019402371524903702,-0.011201684684887745,0.732094061804788,0.2854841444802442,0.06867898931660166,,,,,27.883148997136782
1236.TW,1236,115.0,1.0,2026-06-04,宏亞,545487.0,153231.0,25153.0,27178.0,7201.0,19977.0,0.23,t187ap06_L_ci,655326.0,634194.0,3381286.0,926736.0,2454550.0,28.32,t187ap07_L_ci,0.2649569504746486,18488.537824711162,2747092.0,0.006730221566919187,0.008138762705994989,0.005908107152130876,0.3775584119288668,0.28090678604623026,0.046111089723494786,0.03662232097190217,,,,35.002329690885716
1256.TW,1256,115.0,1.0,2026-06-04,鮮活果汁-KY,1141779.0,346948.0,151285.0,174206.0,58207.0,115743.0,3.24,t187ap06_L_ci,2430207.0,781250.0,5176169.0,991394.0,4184775.0,116.77,t187ap07_L_ci,0.33412741237385624,100736.53441902116,4394919.0,0.02292113561570103,0.02765811781995448,0.02236074594936912,0.23690497099605115,0.3038661597384433,0.13249937159467812,0.10137075563659867,,,,64.52640520705702
1301.TW,1301,115.0,1.0,2026-06-04,台塑,41985122.0,1555468.0,-1301844.0,3378716.0,110089.0,3268627.0,0.51,t187ap06_L_ci,175217601.0,95826345.0,593528010.0,203311522.0,390216488.0,61.3,t187ap07_L_ci,0.03258308777653996,-1259425.9026766382,497701665.0,-0.0025304836034186024,0.00837644512858206,0.0055071149885579955,0.521022376686451,0.03704807622090511,-0.0310072696704323,0.07785203053595986,,,,20.106932070206252
1303.TW,1303,115.0,1.0,2026-06-04,南亞,68596393.0,8186597.0,3741833.0,16080166.0,1405348.0,14254717.0,1.8,t187ap06_L_ci,193418745.0,131197270.0,647743623.0,247168932.0,400574691.0,48.4,t187ap07_L_ci,0.08739636145547254,3414810.410625985,516546353.0,0.006610849908809607,0.03558566559563295,0.022006726880582504,0.6170358176722652,0.11934442383872866,0.05454853872564407,0.207805634911445,,,,41.22391776316219
1304.TW,1304,115.0,1.0,2026-06-04,台聚,10746648.0,307033.0,-629024.0,-1088346.0,-116686.0,-439887.0,-0.41,t187ap06_L_ci,24372900.0,13651252.0,64626886.0,29614158.0,35012728.0,16.37,t187ap07_L_ci,0.10721406611500386,-561583.7792760758,50975634.0,-0.011016710047707809,-0.01256363114579361,-0.0068065634479123754,0.8458112147102619,0.0285701178637283,-0.0585321115942385,-0.040932484249972645,,,,13.297461637590976
1305.TW,1305,115.0,1.0,2026-06-04,華夏,2673905.0,52643.0,-175550.0,-167562.0,-32403.0,-120414.0,-0.21,t187ap06_L_ci,4861099.0,4467737.0,18407236.0,10269960.0,8137276.0,13.15,t187ap07_L_ci,0.19337916711426217,-141602.28721309127,13939499.0,-0.010158348389213362,-0.014797826692863803,-0.0065416665489593335,1.2620881975737335,0.01968768523937836,-0.06565304302134893,-0.04503301351394309,,,,10.727850632260905
1307.TW,1307,115.0,1.0,2026-06-04,三芳,2952809.0,962395.0,410564.0,498430.0,112390.0,386040.0,0.97,t187ap06_L_ci,9782836.0,5930220.0,18045687.0,8277884.0,9767803.0,24.55,t187ap07_L_ci,0.22548803242180446,317986.7314567743,12115467.0,0.026246345391124772,0.039521681590015685,0.02139236926806943,0.8474663135609922,0.32592524609617485,0.13904184117563986,0.13073652918288992,,,,66.122293235926
1308.TW,1308,115.0,1.0,2026-06-04,亞聚,1301918.0,73711.0,13526.0,-115776.0,4459.0,-120235.0,-0.2,t187ap06_L_ci,2732713.0,1008062.0,12537553.0,1505156.0,11032397.0,18.58,t187ap07_L_ci,0.0,13526.0,11529491.0,0.0011731654068683518,-0.010898356902856197,-0.009589989370334067,0.13643055085853056,0.05661723703028916,0.010389287190130254,-0.0923522065137743,,,,17.155485586195148
1309.TW,1309,115.0,1.0,2026-06-04,台達化,3333032.0,-58542.0,-275206.0,-262340.0,-50144.0,-212196.0,-0.53,t187ap06_L_ci,5778535.0,2992941.0,9214106.0,3451260.0,5762846.0,14.49,t187ap07_L_ci,0.19114126705801632,-222602.77645803156,6221165.0,-0.03578152588109004,-0.03682138998682248,-0.02302947241978766,0.5988811778069377,-0.017564187802577354,-0.08256926426148924,-0.06366455527579694,,,,14.821721124648532
1310.TW,1310,115.0,1.0,2026-06-04,台苯,2184647.0,195312.0,155538.0,-465096.0,30541.0,-495969.0,-0.94,t187ap06_L_ci,2264426.0,2298879.0,10008857.0,2539776.0,7469081.0,13.91,t187ap07_L_ci,0.0,155538.0,7709978.0,0.020173598420125192,-0.06640294836807902,-0.04955301089824742,0.34003862054782913,0.08940208646980496,0.07119594149535372,-0.22702477791606607,,,,29.56554564963535
1312.TW,1312,115.0,1.0,2026-06-04,國喬,7516970.0,-129821.0,-893985.0,-1361698.0,-33529.0,-1295839.0,-1.17,t187ap06_L_ci,18480939.0,17728005.0,68874697.0,36965041.0,31909656.0,25.34,t187ap07_L_ci,0.02462293401326873,-871972.466336148,51146692.0,-0.017048462612912443,-0.04060961985926768,-0.018814442116529384,1.1584280632796542,-0.017270389531952368,-0.1189289035342698,-0.17238847567570445,,,,11.367728004446578
1313.TW,1313,115.0,1.0,2026-06-04,聯成,14431164.0,896155.0,195198.0,172691.0,70351.0,102340.0,0.08,t187ap06_L_ci,19273009.0,8329694.0,54586668.0,25914554.0,28672114.0,21.54,t187ap07_L_ci,0.4,117118.8,46256974.0,0.002531916592728266,0.003569321745860804,0.0018748167592863517,0.9038243221270674,0.062098594403057164,0.013526143837045992,0.007091597046502971,,,,15.77949484654731
1314.TW,1314,115.0,1.0,2026-06-04,中石化,4092344.0,-291527.0,-647288.0,-263196.0,25.0,-263381.0,-0.07,t187ap06_L_ci,57442349.0,37332389.0,128112754.0,51812243.0,76300511.0,20.15,t187ap07_L_ci,0.0,-647288.0,90780365.0,-0.0071302643473618995,-0.003451890381179754,-0.0020558530807947505,0.679054993484906,-0.07123716872286397,-0.1581704763822396,-0.06435944778835796,,,,14.326821027870947
1315.TW,1315,115.0,1.0,2026-06-04,達新,400564.0,44047.0,-40608.0,22670.0,8119.0,13937.0,0.15,t187ap06_L_ci,7354156.0,780905.0,11315299.0,994940.0,10320359.0,107.68,t187ap07_L_ci,0.3581385090427878,-26064.711424790476,10534394.0,-0.002474248772619524,0.001350437518694844,0.0012316952472930676,0.09640556108561728,0.10996245294135269,-0.1013770583477297,0.03479344124784055,,,,18.106685474796592
1316.TW,1316,115.0,1.0,2026-06-04,上曜,1897267.0,610043.0,55716.0,79483.0,38515.0,-63701.0,-0.19,t187ap06_L_ci,17988375.0,10662365.0,26109463.0,12103585.0,14005878.0,12.44,t187ap07_L_ci,0.4,33429.6,15447098.0,0.0021641346484627725,-0.004548161850331697,-0.0024397667619590643,0.8641789540077387,0.32153776985527077,0.029366451848896333,-0.03357513728958549,,,,25.50248497324799
1319.TW,1319,115.0,1.0,2026-06-04,東陽,5630744.0,1830294.0,887491.0,1188417.0,246396.0,956054.0,1.62,t187ap06_L_ci,13192166.0,5670104.0,38354471.0,8580797.0,29773674.0,49.29,t187ap07_L_ci,0.20733126503575766,703486.3682621503,32684367.0,0.02152363447216678,0.032110716332824765,0.02492679406267916,0.2882008112267233,0.325053669639394,0.1576152281119511,0.16979177174455098,,,,69.6317913522916
1321.TW,1321,115.0,1.0,2026-06-04,大洋,880894.0,105477.0,20883.0,93159.0,58043.0,35116.0,0.16,t187ap06_L_ci,2103160.0,996940.0,11565078.0,5771280.0,5793798.0,26.25,t187ap07_L_ci,0.4,12529.8,10568138.0,0.0011856203997336143,0.0060609638099222655,0.00303638246106079,0.9961134302576652,0.11973858375695601,0.023706598069688296,0.03986404720658785,,,,17.09639470707743
1323.TW,1323,115.0,1.0,2026-06-04,永裕,530894.0,98916.0,23645.0,38156.0,5647.0,32509.0,0.36,t187ap06_L_ci,2570405.0,691151.0,4744350.0,2167294.0,2577056.0,28.23,t187ap07_L_ci,0.14799769367858265,20145.594532969913,4053199.0,0.0049702949529420865,0.01261478213899892,0.006852150452643671,0.8409960823513343,0.18631967963472934,0.04453808104819418,0.061234446047610254,,,,28.21547624748287
1324.TW,1324,115.0,1.0,2026-06-04,地球,169793.0,27417.0,-5261.0,-3657.0,846.0,-4503.0,-0.06,t187ap06_L_ci,677160.0,176792.0,1096169.0,204100.0,892069.0,11.87,t187ap07_L_ci,0.0,-5261.0,919377.0,-0.005722353289238256,-0.005047815807970011,-0.004107943209486859,0.22879396100525856,0.16147308781869688,-0.030984787358725036,-0.02652052793695853,,,,19.59395656279509
1325.TW,1325,115.0,1.0,2026-06-04,恆大,57239.0,-11454.0,-21793.0,-8468.0,-850.0,-6822.0,-0.08,t187ap06_L_ci,1666352.0,37109.0,2757894.0,89629.0,2668265.0,30.37,t187ap07_L_ci,0.10037789324515824,-19605.464572508266,2720785.0,-0.007205811768481621,-0.0025567175674080346,-0.0024736266150910805,0.033590741549283896,-0.20010831775537657,-0.38073691014867483,-0.1191844721256486,,,,16.666666666666664
1326.TW,1326,115.0,1.0,2026-06-04,台化,81749811.0,6327773.0,3120431.0,7294502.0,759958.0,6245039.0,1.07,t187ap06_L_ci,214839826.0,114054227.0,581165153.0,170197763.0,410967390.0,63.88,t187ap07_L_ci,0.10418230058748355,2795337.319595498,467110926.0,0.005984311571413549,0.015195947785540844,0.010745721707096227,0.41413933840346795,0.07740413002300396,0.03817049803332267,0.07639209098599628,,,,29.273687373873152
1337.TW,1337,115.0,1.0,2026-06-04,再生-KY,152344.0,-13210.0,-98278.0,-114955.0,,-114955.0,-0.43,t187ap06_L_ci,1632849.0,2624744.0,6350723.0,2690604.0,3660119.0,13.61,t187ap07_L_ci,,-78622.40000000001,3725979.0,-0.02110113878795345,-0.03140744877420652,-0.018101088647702,0.735113803676875,-0.08671165257574961,-0.6451058131596912,-0.754575171979205,,,,13.98077898964892
1338.TW,1338,115.0,1.0,2026-06-04,廣華-KY,1155491.0,289817.0,-54159.0,-77777.0,7770.0,-93232.0,-1.15,t187ap06_L_ci,5247393.0,3877475.0,13953416.0,7683669.0,6269747.0,72.72,t187ap07_L_ci,0.0,-54159.0,10075941.0,-0.005375081096643976,-0.01487013750315603,-0.006681661322216725,1.2255150008445317,0.2508171850754355,-0.04687098385015547,-0.08068604601853238,,,,18.13538182377583
1339.TW,1339,115.0,1.0,2026-06-04,昭輝,394676.0,97156.0,-1039.0,239290.0,15507.0,206388.0,2.78,t187ap06_L_ci,1829193.0,837135.0,5225726.0,1066079.0,4159647.0,54.86,t187ap07_L_ci,0.06480421246186635,-971.6684232521208,4388591.0,-0.00022140783300428788,0.04961671026411616,0.03949460802192844,0.2562907381323463,0.2461664757928022,-0.0026325390953592315,0.5229302009749769,,,,50.63045634277669
1340.TW,1340,115.0,1.0,2026-06-04,勝悅-KY,11435.0,-20728.0,-43109.0,-45640.0,0.0,-45640.0,-0.3,t187ap06_L_ci,785498.0,161902.0,3066955.0,419406.0,2647549.0,17.31,t187ap07_L_ci,-0.0,-43109.0,2905053.0,-0.014839316184592846,-0.017238585574809003,-0.014881209538451004,0.15841293211192692,,,,,,,25.0
1341.TW,1341,115.0,1.0,2026-06-04,富林-KY,680910.0,170623.0,103167.0,104723.0,18948.0,85775.0,1.62,t187ap06_L_ci,1612072.0,978823.0,2196060.0,1009317.0,1186743.0,22.45,t187ap07_L_ci,0.18093446520821596,84500.53402786398,1217237.0,0.06941995193036687,0.07227765404978163,0.03905858674171015,0.8504933250080262,0.2505808403460075,0.15151341586993874,0.12597112687432993,,,,81.0074219922687
1342.TW,1342,115.0,1.0,2026-06-04,八貫,917285.0,249530.0,186743.0,202788.0,40597.0,162191.0,2.08,t187ap06_L_ci,2452379.0,1285713.0,3800359.0,1708118.0,2092241.0,26.82,t187ap07_L_ci,0.2001942915754384,149358.1174083279,2514646.0,0.059395285622042986,0.07752022831021857,0.04267781017530186,0.8164059494102257,0.2720310481475223,0.20358231084123254,0.17681636568787237,,,,87.82097785924493
1402.TW,1402,115.0,1.0,2026-06-04,遠東新,61298588.0,13425322.0,4896381.0,7132853.0,1579509.0,3092903.0,0.61,t187ap06_L_ci,166621578.0,157755773.0,679737079.0,356159064.0,323578015.0,43.93,t187ap07_L_ci,0.2214414064049827,3812119.5050653648,521981306.0,0.007303172472359316,0.009558446052028597,0.004550146071993227,1.1006899340797303,0.21901519167129918,0.07987754954486065,0.050456349826524555,,,,30.497934225960915
1409.TW,1409,115.0,1.0,2026-06-04,新纖,,,1098003.0,1098003.0,209690.0,627489.0,0.39,t187ap06_L_mim,169282176.0,165890727.0,238947734.0,185816388.0,53131346.0,26.02,t187ap07_L_mim,0.19097397730242996,888313.0,73057007.0,0.01215917591587074,0.011810146876384422,0.0026260512686008563,3.497302477524285,,,,,,,13.478531903456723
1410.TW,1410,115.0,1.0,2026-06-04,南染,49535.0,15661.0,-1046.0,2368.0,1966.0,1801.0,0.03,t187ap06_L_ci,653405.0,61014.0,1319308.0,239594.0,1079714.0,16.86,t187ap07_L_ci,0.4,-627.6,1258294.0,-0.0004987705575962375,0.001668034312790239,0.00136510958775358,0.22190506004367824,0.31616029070354296,-0.021116382355909964,0.03635813061471687,,,,28.065915206942478
1413.TW,1413,115.0,1.0,2026-06-04,宏洲,437912.0,-3804.0,-14752.0,-16971.0,0.0,-16971.0,-0.13,t187ap06_L_ci,825475.0,651436.0,2610533.0,1495194.0,1115339.0,8.44,t187ap07_L_ci,-0.0,-14752.0,1959097.0,-0.007529999790719908,-0.015216001592340983,-0.006500971257593756,1.3405735834575856,-0.008686676775242515,-0.03368713348800672,-0.03875436160689819,,,,10.243372941619842
1414.TW,1414,115.0,1.0,2026-06-04,東和,113452.0,12596.0,-7033.0,11377.0,382.0,10995.0,0.06,t187ap06_L_ci,876335.0,611698.0,4159720.0,1289474.0,2870246.0,14.5,t187ap07_L_ci,0.03357651401951305,-6796.856376900765,3548022.0,-0.0019156748117403909,0.00383068210878092,0.0026432067543007702,0.44925556903484926,0.11102492684130734,-0.06199097415647146,0.09691323202764164,,,,18.536839479361223
1416.TW,1416,115.0,1.0,2026-06-04,廣豐,106290.0,37155.0,-1172.0,46263.0,10052.0,32464.0,0.18,t187ap06_L_ci,1356031.0,642549.0,6390787.0,1821021.0,4569766.0,24.25,t187ap07_L_ci,0.217279467392949,-917.3484642154638,5748238.0,-0.00015958776658438008,0.007104083666428434,0.005079812548908296,0.39849327077141367,0.34956251764041774,-0.01102643710603067,0.3054285445479349,,,,32.244748438437924
1417.TW,1417,115.0,1.0,2026-06-04,嘉裕,73795.0,49315.0,-1988.0,-42318.0,,-42318.0,-0.22,t187ap06_L_ci,1591473.0,293716.0,2737255.0,399883.0,2337372.0,12.31,t187ap07_L_ci,,-1590.4,2443539.0,-0.0006508592660072134,-0.01810494863462042,-0.015460013772922143,0.17108230953395523,0.6682702080086727,-0.026939494545700927,-0.5734534860085372,,,,33.33333333333333
1418.TW,1418,115.0,1.0,2026-06-04,東華,648.0,-53.0,-22772.0,-40900.0,0.0,-40899.0,-0.75,t187ap06_L_ci,1616741.0,3832241.0,5576394.0,4385065.0,1191329.0,21.94,t187ap07_L_ci,-0.0,-22772.0,1744153.0,-0.01305619403802304,-0.034330566955056076,-0.007334309591467174,3.680817809354091,-0.08179012345679013,,,,,,0.0
1419.TW,1419,115.0,1.0,2026-06-04,新紡,1453047.0,375765.0,152661.0,2932327.0,127257.0,2805070.0,9.37,t187ap06_L_ci,6923708.0,4287205.0,25723813.0,5280888.0,20442925.0,68.32,t187ap07_L_ci,0.043397956639897255,146035.82454139667,21436608.0,0.006812450203940692,0.13721470875620784,0.10904565353511161,0.2583235031190497,0.2586048489828615,0.10506267175115465,1.9304743755707834,,,,68.26730608492747
1423.TW,1423,115.0,1.0,2026-06-04,利華,31233.0,7833.0,-631.0,17522.0,2169.0,15353.0,0.15,t187ap06_L_ci,1276550.0,23585.0,3922659.0,223116.0,3699543.0,37.13,t187ap07_L_ci,0.12378723889966899,-552.8902522543088,3899074.0,-0.00014180039985245443,0.004149972037086743,0.003913926752236174,0.060309070606829,0.25079243108250887,-0.020202990426792175,0.49156341049530944,,,,26.886239881945333
1432.TW,1432,115.0,1.0,2026-06-04,大魯閣,198079.0,32690.0,-52748.0,-62628.0,0.0,-58165.0,-0.54,t187ap06_L_ci,1893944.0,1425640.0,3971981.0,2196433.0,1775548.0,14.8,t187ap07_L_ci,-0.0,-52748.0,2546341.0,-0.02071521449797965,-0.032758900350764945,-0.014643826342573139,1.2370451263497242,0.16503516273809946,-0.26629779027559713,-0.2936454646883314,,,,13.979350003006438
